M尽/Ano Aprova豪o;Linha/Programa;Agente Financeiro;Tipo de Agricultura;Benefici㎎ios;Estado;Regi黍;Valor Aprovado R$;Nｼ de Opera惚es
 9/2020;MODERFROTA;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;PIAUI               ;NORDESTE            ;89.420,0;2
 9/2020;MODERFROTA;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;RIO DE JANEIRO      ;SUDESTE             ;185.087,5;3
 9/2020;MODERFROTA;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;8.552.741,7;35
 9/2020;MODERFROTA;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;RONDONIA            ;NORTE               ;1.875.265,0;6
 9/2020;MODERFROTA;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;3.304.664,1;18
 9/2020;MODERFROTA;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;18.174.680,3;102
 9/2020;MODERFROTA;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;SERGIPE             ;NORDESTE            ;524.535,0;3
 9/2020;MODERFROTA;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;12.092.089,4;53
 9/2020;MODERFROTA;BRDE;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;629.535,0;3
 9/2020;MODERFROTA;BRDE;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;922.000,0;3
 9/2020;MODERFROTA;BRDE;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;155.125,0;1
 9/2020;MODERFROTA;CNH;Agricultura Empresarial;Empresas Agro;PIAUI               ;NORDESTE            ;2.201.500,0;1
 9/2020;MODERFROTA;CNH;Agricultura Empresarial;Empresas Agro;RIO GRANDE DO SUL   ;SUL                 ;127.500,0;1
 9/2020;MODERFROTA;CNH;Agricultura Empresarial;Empresas Agro;RONDONIA            ;NORTE               ;660.000,0;1
 9/2020;MODERFROTA;CNH;Agricultura Empresarial;Empresas Agro;SERGIPE             ;NORDESTE            ;263.500,0;1
 9/2020;MODERFROTA;CNH;Agricultura Empresarial;Produtor Rural - Demais;DISTRITO FEDERAL    ;CENTRO OESTE        ;301.500,0;1
 9/2020;MODERFROTA;CNH;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;7.615.100,0;8
 9/2020;MODERFROTA;CNH;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;9.666.441,8;24
 9/2020;MODERFROTA;CNH;Agricultura Empresarial;Produtor Rural - Demais;MARANHAO            ;NORDESTE            ;6.467.270,0;12
 9/2020;MODERFROTA;CNH;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;37.996.300,0;94
 9/2020;MODERFROTA;CNH;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;15.279.417,5;22
 9/2020;MODERFROTA;CNH;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;10.215.007,6;46
 9/2020;MODERFROTA;CNH;Agricultura Empresarial;Produtor Rural - Demais;PARA                ;NORTE               ;963.850,0;5
 9/2020;MODERFROTA;CNH;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;34.210.553,0;126
 9/2020;MODERFROTA;CNH;Agricultura Empresarial;Produtor Rural - Demais;PIAUI               ;NORDESTE            ;1.938.000,0;2
 9/2020;MODERFROTA;CNH;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;10.748.611,6;46
 9/2020;MODERFROTA;CNH;Agricultura Empresarial;Produtor Rural - Demais;RONDONIA            ;NORTE               ;2.349.600,0;3
 9/2020;MODERFROTA;CNH;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;4.472.315,5;19
 9/2020;MODERFROTA;CNH;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;10.726.734,6;70
 9/2020;MODERFROTA;CNH;Agricultura Empresarial;Produtor Rural - Demais;SERGIPE             ;NORDESTE            ;829.440,0;2
 9/2020;MODERFROTA;CNH;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;1.917.175,0;4
 9/2020;MODERFROTA;CRESOL BASER;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;25.598,2;1
 9/2020;MODERFROTA;CRESOL BASER;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;95.200,0;1
 9/2020;MODERFROTA;CRESOL BASER;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;2.587.170,7;11
 9/2020;MODERFROTA;CRESOL BASER;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;47.600,0;1
 9/2020;MODERFROTA;CRESOL BASER;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;1.811.180,0;2
 9/2020;MODERFROTA;CRESOL SC-RS;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;1.201.575,0;6
 9/2020;MODERFROTA;CRESOL SC-RS;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;46.410,0;2
 9/2020;MODERFROTA;CRESOL SICOPER;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;20.400,0;1
 9/2020;MODERFROTA;CRESOL SICOPER;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;335.850,0;3
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Empresas Agro;MATO GROSSO         ;CENTRO OESTE        ;480.250,0;1
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Empresas Agro;MINAS GERAIS        ;SUDESTE             ;526.150,0;2
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Empresas Agro;PARANA              ;SUL                 ;855.500,0;2
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Empresas Agro;SANTA CATARINA      ;SUL                 ;157.250,9;1
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;ACRE                ;NORTE               ;105.000,0;1
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;1.272.321,5;19
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;ESPIRITO SANTO      ;SUDESTE             ;114.325,0;2
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;8.066.517,3;37
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;MARANHAO            ;NORDESTE            ;3.190.920,0;12
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;20.341.195,9;58
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;8.179.253,3;46
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;26.422.929,4;218
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;PARA                ;NORTE               ;2.255.730,0;11
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;23.650.775,1;151
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;PIAUI               ;NORDESTE            ;669.307,0;1
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;RIO DE JANEIRO      ;SUDESTE             ;19.465,0;1
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;18.657.928,6;106
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;RONDONIA            ;NORTE               ;801.624,6;11
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;RORAIMA             ;NORTE               ;284.992,0;1
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;4.195.882,0;35
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;20.203.227,9;169
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;SERGIPE             ;NORDESTE            ;80.750,0;1
 9/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;1.220.931,5;4
 9/2020;MODERFROTA;ITAU;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;1.496.000,0;1
 9/2020;MODERFROTA;ITAU;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;729.300,0;1
 9/2020;MODERFROTA;ITAU;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;1.062.500,0;1
 9/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Empresas Agro;MARANHAO            ;NORDESTE            ;3.468.000,0;7
 9/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Empresas Agro;MATO GROSSO         ;CENTRO OESTE        ;6.137.825,0;7
 9/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Empresas Agro;MATO GROSSO DO SUL  ;CENTRO OESTE        ;1.527.025,0;1
 9/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Empresas Agro;MINAS GERAIS        ;SUDESTE             ;2.080.000,0;8
 9/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;DISTRITO FEDERAL    ;CENTRO OESTE        ;584.350,0;2
 9/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;6.426.000,0;12
 9/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;20.197.897,9;35
 9/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;MARANHAO            ;NORDESTE            ;3.035.750,0;12
 9/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;74.906.607,6;127
 9/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;7.614.913,5;23
 9/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;8.968.727,7;30
 9/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;PARA                ;NORTE               ;1.341.675,0;14
 9/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;31.110.321,7;75
 9/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;PIAUI               ;NORDESTE            ;2.894.000,0;5
 9/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;14.311.191,7;48
 9/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;RONDONIA            ;NORTE               ;3.136.800,0;5
 9/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;RORAIMA             ;NORTE               ;974.950,0;1
 9/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;2.918.200,0;17
 9/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;8.790.400,0;43
 9/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;SERGIPE             ;NORDESTE            ;524.000,0;3
 9/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;3.446.800,0;6
 9/2020;MODERFROTA;RABOBANK;Agricultura Empresarial;Produtor Rural - Demais;MARANHAO            ;NORDESTE            ;6.409.000,0;1
 9/2020;MODERFROTA;RABOBANK;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;2.752.300,0;3
 9/2020;MODERFROTA;RABOBANK;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;3.055.750,0;3
 9/2020;MODERFROTA;RABOBANK;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;6.676.443,5;10
 9/2020;MODERFROTA;RABOBANK;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;1.357.535,0;4
 9/2020;MODERFROTA;RABOBANK;Agricultura Empresarial;Produtor Rural - Demais;PIAUI               ;NORDESTE            ;1.377.000,0;1
 9/2020;MODERFROTA;RABOBANK;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;1.436.500,0;2
 9/2020;MODERFROTA;RABOBANK;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;765.000,0;1
 9/2020;MODERFROTA;SAFRA;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;154.704,3;1
 9/2020;MODERFROTA;SAFRA;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;6.700.203,8;24
 9/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Empresas Agro;MARANHAO            ;NORDESTE            ;191.250,0;1
 9/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Empresas Agro;MATO GROSSO         ;CENTRO OESTE        ;452.200,0;1
 9/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Empresas Agro;MINAS GERAIS        ;SUDESTE             ;162.472,9;3
 9/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Empresas Agro;PARANA              ;SUL                 ;340.000,0;1
 9/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Empresas Agro;RIO GRANDE DO SUL   ;SUL                 ;197.400,0;1
 9/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Empresas Agro;SAO PAULO           ;SUDESTE             ;1.073.550,0;1
 9/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;159.336,8;1
 9/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;13.586.550,9;30
 9/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;MARANHAO            ;NORDESTE            ;429.250,0;1
 9/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;23.316.212,5;30
 9/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;10.967.585,0;24
 9/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;9.058.612,1;35
 9/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;PARA                ;NORTE               ;821.350,0;2
 9/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;12.286.581,0;28
 9/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;8.508.654,5;25
 9/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;1.232.146,0;3
 9/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;27.030.407,5;84
 9/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;1.008.411,1;3
 9/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Empresas Agro;MATO GROSSO DO SUL  ;CENTRO OESTE        ;1.532.726,4;2
 9/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Empresas Agro;MINAS GERAIS        ;SUDESTE             ;119.000,0;1
 9/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Empresas Agro;PARANA              ;SUL                 ;1.739.950,0;3
 9/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Empresas Agro;RIO GRANDE DO SUL   ;SUL                 ;500.000,0;1
 9/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;DISTRITO FEDERAL    ;CENTRO OESTE        ;833.000,0;1
 9/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;3.546.350,0;10
 9/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;3.465.045,0;13
 9/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MARANHAO            ;NORDESTE            ;1.793.500,0;2
 9/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;46.500.554,6;89
 9/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;12.187.937,5;40
 9/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;711.450,0;5
 9/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;PARA                ;NORTE               ;1.054.200,0;2
 9/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;46.049.505,8;125
 9/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;PIAUI               ;NORDESTE            ;262.650,0;2
 9/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;22.524.860,0;108
 9/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;3.893.352,5;12
 9/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;2.140.477,5;13
 9/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;950.836,3;6
 9/2020;MODERFROTA;STARA;Agricultura Empresarial;Empresas Agro;MINAS GERAIS        ;SUDESTE             ;684.250,0;1
 9/2020;MODERFROTA;STARA;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;2.165.434,1;4
 9/2020;MODERFROTA;STARA;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;722.500,0;1
 9/2020;MODERFROTA;STARA;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;256.700,0;2
 9/2020;MODERFROTA;STARA;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;1.117.200,0;4
 9/2020;MODERINFRA;BADESUL;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;10.044.480,5;7
 9/2020;MODERINFRA;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;153.000,0;1
 9/2020;MODERINFRA;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;ESPIRITO SANTO      ;SUDESTE             ;1.017.302,4;3
 9/2020;MODERINFRA;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;899.825,8;1
 9/2020;MODERINFRA;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;1.515.000,0;2
 9/2020;MODERINFRA;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;18.605.738,7;15
 9/2020;MODERINFRA;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;643.686,0;2
 9/2020;MODERINFRA;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;1.520.829,0;2
 9/2020;MODERINFRA;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;129.928,5;1
 9/2020;MODERINFRA;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;4.344.916,9;9
 9/2020;MODERINFRA;BANCOOB;Agricultura Empresarial;Empresas Agro;SANTA CATARINA      ;SUL                 ;230.000,0;1
 9/2020;MODERINFRA;BANCOOB;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;4.831.201,7;4
 9/2020;MODERINFRA;BANCOOB;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;853.965,0;1
 9/2020;MODERINFRA;BANCOOB;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;136.326,0;1
 9/2020;MODERINFRA;BANCOOB;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;80.000,0;1
 9/2020;MODERINFRA;BANRISUL;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;3.537.200,0;5
 9/2020;MODERINFRA;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;957.000,0;3
 9/2020;MODERINFRA;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;60.463,6;1
 9/2020;MODERINFRA;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;3.518.000,0;7
